index,level1,level2,level3,year,module_code,module_description,difficulty,attribute
107,Number,Place Value,"Identifying, Representing and Estimating Numbers",2,A,"Identify, represent, and estimate two-digit numbers using different representations, and reason about their location on a 0-100 number line.",2_can,"Identify and represent 2-digit numbers (up to 100) using pictorial representations (e.g., base ten drawings, tallies, money amounts). Locate numbers (up to 100) on various number lines. Estimate quantities (up to 50) in familiar visual contexts."
108,Number,Place Value,"Identifying, Representing and Estimating Numbers",2,A,"Identify, represent, and estimate two-digit numbers using different representations, and reason about their location on a 0-100 number line.",2_cannot,Do not use numbers >100. No complex or abstract representations. No estimation of quantities >50. No multi-step problems.
109,Number,Place Value,"Identifying, Representing and Estimating Numbers",2,A,"Identify, represent, and estimate two-digit numbers using different representations, and reason about their location on a 0-100 number line.",3_can,"Identify and represent numbers (up to 100) using diverse pictorial and informal symbolic representations (e.g., part-whole models, bar models for number facts). Locate and place numbers on blank number lines. Estimate quantities (up to 100) in various contexts, justifying estimation method. Reason about the previous/next multiple of 10."
110,Number,Place Value,"Identifying, Representing and Estimating Numbers",2,A,"Identify, represent, and estimate two-digit numbers using different representations, and reason about their location on a 0-100 number line.",3_cannot,"Do not use numbers >100. Representations should not require formal abstract knowledge beyond Year 2. No estimation for very large or very small quantities (e.g., beyond hundreds)."
111,Number,Place Value,"Identifying, Representing and Estimating Numbers",2,A,"Identify, represent, and estimate two-digit numbers using different representations, and reason about their location on a 0-100 number line.",4_can,"Fluently identify and represent numbers (up to 100) using a wide range of pictorial and increasingly abstract representations. Accurately place numbers on any type of number line, including those with tricky scales. Estimate larger quantities (up to 200) or measurements (e.g., length, weight) within familiar contexts. Justify estimations with reasoning."
112,Number,Place Value,"Identifying, Representing and Estimating Numbers",2,A,"Identify, represent, and estimate two-digit numbers using different representations, and reason about their location on a 0-100 number line.",4_cannot,Do not use numbers beyond 100 for representation tasks. Do not use estimation contexts that require complex calculations or unfamiliar units. No abstract number properties beyond what Year 2 typically covers.
113,Number,Place Value,"Identifying, Representing and Estimating Numbers",3,A,"Identify, represent, and estimate three-digit numbers using different representations, and reason about their location on a 0-1000 number line.",1_can,"Identify and represent 3-digit numbers (up to 200) using concrete and pictorial representations (e.g., Dienes blocks, place value counters). Estimate quantities (up to 200) in visual contexts. Locate numbers on a 0-1000 number line. Focus on direct interpretation."
114,Number,Place Value,"Identifying, Representing and Estimating Numbers",3,A,"Identify, represent, and estimate three-digit numbers using different representations, and reason about their location on a 0-1000 number line.",1_cannot,Do not use numbers >200. No abstract representations. No estimation for quantities >200. No contexts requiring complex calculation. No reasoning about previous/next multiple of 10/100.
115,Number,Place Value,"Identifying, Representing and Estimating Numbers",3,A,"Identify, represent, and estimate three-digit numbers using different representations, and reason about their location on a 0-1000 number line.",2_can,"Identify and represent 3-digit numbers (up to 500) using pictorial representations (e.g., place value charts, arrow cards). Estimate quantities (up to 500) in familiar contexts. Locate numbers on various scales up to 1000. Reason about the previous/next multiple of 10 for any 3-digit number."
116,Number,Place Value,"Identifying, Representing and Estimating Numbers",3,A,"Identify, represent, and estimate three-digit numbers using different representations, and reason about their location on a 0-1000 number line.",2_cannot,Do not use numbers >500. No complex abstract representations. No estimation for quantities >500. No multi-step estimation problems. No reasoning about previous/next multiple of 100.
117,Number,Place Value,"Identifying, Representing and Estimating Numbers",3,A,"Identify, represent, and estimate three-digit numbers using different representations, and reason about their location on a 0-1000 number line.",3_can,"Identify and represent 3-digit numbers (up to 1000) using diverse pictorial and informal symbolic representations. Estimate quantities (up to 1000) in varied contexts (e.g., population estimates). Reason about the previous/next multiple of 100 for any 3-digit number. Questions require interpreting representations and reasoning about their accuracy."
118,Number,Place Value,"Identifying, Representing and Estimating Numbers",3,A,"Identify, represent, and estimate three-digit numbers using different representations, and reason about their location on a 0-1000 number line.",3_cannot,Do not use numbers >1000. No formal algebraic or abstract representations. No estimation requiring precise calculation or unfamiliar units.
119,Number,Place Value,"Identifying, Representing and Estimating Numbers",3,A,"Identify, represent, and estimate three-digit numbers using different representations, and reason about their location on a 0-1000 number line.",4_can,"Fluently identify and represent numbers (up to 1000) using a wide range of pictorial and increasingly symbolic representations. Accurately estimate quantities (up to 1000 or slightly beyond for approximation), and justify estimations, including identifying reasonable estimates from a set of options. Reason about location of numbers in relation to multiples of 10 and 100."
120,Number,Place Value,"Identifying, Representing and Estimating Numbers",3,A,"Identify, represent, and estimate three-digit numbers using different representations, and reason about their location on a 0-1000 number line.",4_cannot,Do not use numbers beyond 1000 for representation tasks. No contexts that require rounding to nearest 10/100/1000 (handled in rounding mission). No decimals or fractions in numbers represented or estimated.
121,Number,Place Value,"Identifying, Representing and Estimating Numbers",4,A,"Identify, represent, and estimate four-digit numbers using different representations, and reason about their location in the linear number system.",1_can,"Identify and represent 4-digit numbers (up to 2000) using pictorial representations (e.g., Dienes, place value counters). Estimate quantities (up to 500) in straightforward visual contexts. Locate numbers on a 0-10,000 number line. Focus on direct interpretation."
122,Number,Place Value,"Identifying, Representing and Estimating Numbers",4,A,"Identify, represent, and estimate four-digit numbers using different representations, and reason about their location in the linear number system.",1_cannot,Do not use numbers >2000 for representation. No abstract symbolic representations. No estimation for quantities >500. No contexts requiring multi-step calculation or unfamiliar units.
